   0.0000000e+00   4.5000000e+01
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   7.0000000e+01
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   9.0000000e+01   4.5000000e+01
   9.0000000e+01   7.0000000e+01
   0.0000000e+00   0.0000000e+00
   9.0000000e+01   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   2.0000000e+00   4.5000000e+01
   4.0000000e+00   4.5000000e+01
   6.0000000e+00   4.5000000e+01
   8.0000000e+00   4.5000000e+01
   1.0000000e+01   4.5000000e+01
   1.2000000e+01   4.5000000e+01
   1.4000000e+01   4.5000000e+01
   1.6000000e+01   4.5000000e+01
   1.8000000e+01   4.5000000e+01
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   1.8000000e+01   7.0000000e+01
   1.6000000e+01   7.0000000e+01
   1.4000000e+01   7.0000000e+01
   1.2000000e+01   7.0000000e+01
   1.0000000e+01   7.0000000e+01
   8.0000000e+00   7.0000000e+01
   6.0000000e+00   7.0000000e+01
   4.0000000e+00   7.0000000e+01
   2.0000000e+00   7.0000000e+01
   0.0000000e+00   6.7916664e+01
   0.0000000e+00   6.5833336e+01
   0.0000000e+00   6.3750000e+01
   0.0000000e+00   6.1666668e+01
   0.0000000e+00   5.9583332e+01
   0.0000000e+00   5.7500000e+01
   0.0000000e+00   5.5416668e+01
   0.0000000e+00   5.3333332e+01
   0.0000000e+00   5.1250000e+01
   0.0000000e+00   4.9166668e+01
   0.0000000e+00   4.7083332e+01
   2.0000000e+00   2.0000000e+00
   4.0000000e+00   4.0000000e+00
   6.0000000e+00   6.0000000e+00
   8.0000000e+00   8.0000000e+00
   1.0000000e+01   1.0000000e+01
   1.2000000e+01   1.2000000e+01
   1.4000000e+01   1.4000000e+01
   1.6000000e+01   1.6000000e+01
   1.8000000e+01   1.8000000e+01
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   4.1250000e+01
