2,20,45
3,20,70
6,20,20
7,70,45
10,70,70
12,70,20
21,18,45
22,20,47.0833321
23,20,49.1666679
24,20,51.25
25,20,53.3333321
26,20,55.4166679
27,20,57.5
28,20,59.5833321
29,20,61.6666679
30,20,63.75
31,20,65.8333359
32,20,67.9166641
33,18,70
61,18,18
62,20,22.083334
63,20,24.166666
64,20,26.25
65,20,28.333334
66,20,30.416666
67,20,32.5
68,20,34.5833321
69,20,36.6666679
70,20,38.75
71,20,40.8333321
72,20,42.9166679
84,72,45
112,72,70
113,70,67.9166641
114,70,65.8333359
115,70,63.75
116,70,61.6666679
117,70,59.5833321
118,70,57.5
119,70,55.4166679
120,70,53.3333321
121,70,51.25
122,70,49.1666679
123,70,47.0833321
132,72,18
133,67.9166641,20
134,65.8333359,20
135,63.75,20
136,61.6666679,20
137,59.5833321,20
138,57.5,20
139,55.4166679,20
140,53.3333321,20
141,51.25,20
142,49.1666679,20
143,47.0833321,20
144,45,20
145,42.9166679,20
146,40.8333321,20
147,38.75,20
148,36.6666679,20
149,34.5833321,20
150,32.5,20
151,30.416666,20
152,28.333334,20
153,26.25,20
154,24.166666,20
155,22.083334,20
190,70,42.9166679
191,70,40.8333321
192,70,38.75
193,70,36.6666679
194,70,34.5833321
195,70,32.5
196,70,30.416666
197,70,28.333334
198,70,26.25
199,70,24.166666
200,70,22.083334
209,18,47.0833321
218,18,49.1666679
227,18,51.25
236,18,53.3333321
245,18,55.4166679
254,18,57.5
263,18,59.5833321
272,18,61.6666679
281,18,63.75
290,18,65.8333359
299,18,67.9166641
308,18,20.25
317,18,22.5
326,18,24.75
335,18,27
344,18,29.25
353,18,31.5
362,18,33.75
371,18,36
380,18,38.25
389,18,40.5
398,18,42.75
399,72,47.0833321
408,72,49.1666679
417,72,51.25
426,72,53.3333321
435,72,55.4166679
444,72,57.5
453,72,59.5833321
462,72,61.6666679
471,72,63.75
480,72,65.8333359
489,72,67.9166641
506,69.75,18
515,67.5,18
524,65.25,18
533,63,18
542,60.75,18
551,58.5,18
560,56.25,18
569,54,18
578,51.75,18
587,49.5,18
596,47.25,18
605,45,18
614,42.75,18
623,40.5,18
632,38.25,18
641,36,18
650,33.75,18
659,31.5,18
668,29.25,18
677,27,18
686,24.75,18
695,22.5,18
704,20.25,18
705,72,20.25
714,72,22.5
723,72,24.75
732,72,27
741,72,29.25
750,72,31.5
759,72,33.75
768,72,36
777,72,38.25
786,72,40.5
795,72,42.75
